,project_id,visitor_id,experiment_id,uid,status,is_mobile,created_at,experiment_name,platform
125,21,52711,48.0,3hKyMPNfcmLV3L9oWx8LJO,complete,0,2023-12-06 18:28:03,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
146,21,53067,48.0,642406kWNDdoT82Nb8LUtU,complete,0,2023-12-06 20:25:24,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
158,21,53304,48.0,1I6H8SKdLWDSuj1HFSGjig,complete,1,2023-12-06 22:11:40,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
163,21,53411,48.0,5RN2cUeR9GMBSR1TfjLcz6,complete,1,2023-12-07 01:56:27,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
164,21,53427,48.0,63nsdfTy5QYVazYQaL82xl,complete,1,2023-12-07 02:10:15,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
166,21,53444,48.0,30O4O0AlAo3S5kBh6X0n2C,complete,1,2023-12-07 02:28:45,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
168,21,53478,48.0,04NRwqBxQWJ8zsaQKRwAxx,complete,0,2023-12-07 02:59:35,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
171,21,53507,48.0,6Da3UzwLLJ5SZCAxf9Uccb,complete,1,2023-12-07 03:07:34,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
211,21,53853,48.0,1RV98ChQNDQH4Qyy3Za1tJ,complete,1,2023-12-07 05:01:11,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
218,21,53935,48.0,0HGwU4JHbdOJ4ZAbFzX99v,complete,1,2023-12-07 05:56:29,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
222,21,54018,48.0,0o2ZM8uoXKkQBOSRFyuDF5,complete,0,2023-12-07 07:17:48,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
233,21,54189,48.0,30L9iCAQGzvkq6TUoCQDUP,complete,1,2023-12-07 11:39:03,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
239,21,54255,48.0,08AbomV9keLztihBkXyJ5k,complete,1,2023-12-07 12:15:27,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
245,21,54337,48.0,69DpmAn1BwRD7x31Yes5lz,complete,1,2023-12-07 12:57:29,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
261,21,54460,48.0,7mvJ5QoBO9JHs5E7luWOck,complete,1,2023-12-07 13:39:29,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
274,21,54591,48.0,00omilj6sAfPuoCG448H1K,complete,1,2023-12-07 15:11:46,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
279,21,54686,48.0,6dKHl2RL3exIjxtu6wQtzo,complete,1,2023-12-07 16:31:45,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
303,21,54904,48.0,0TMiA9rUuMahsCrV86L6to,complete,0,2023-12-07 17:42:06,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
306,21,54925,48.0,574NqRncF2lXMPQTySDUmL,complete,1,2023-12-07 17:52:21,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
307,21,54927,48.0,12iH0bzpCcGEmi117vUzYk,complete,0,2023-12-07 17:52:58,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
311,21,55042,48.0,6ZJ5SE4MyKwFcLvLE7Ojxl,complete,0,2023-12-07 18:53:37,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
313,21,55069,48.0,0MZlMFIEPSR0QM8cIadoEW,complete,1,2023-12-07 19:05:58,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
314,21,55070,48.0,5nlXwuwMShi9xs3ZCcJ8ob,complete,0,2023-12-07 19:06:00,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
320,21,55095,48.0,2Tx00NHKBtcowdVV0CgexA,complete,1,2023-12-07 19:15:59,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
326,21,55153,48.0,6dVDh9RPH5C8a7Su0qmU5W,complete,1,2023-12-07 19:37:51,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
340,21,55468,48.0,6th6TaubRVwGhmZ9l1MUkF,complete,1,2023-12-07 21:47:00,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
355,21,55685,48.0,5gB8J8aMRmTR7Hb0bLkcbN,complete,1,2023-12-08 05:10:55,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
357,21,55698,48.0,0QDWFOCRLMdlyTVnNJbNFr,complete,1,2023-12-08 05:21:24,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
376,21,55922,48.0,6fCzWWOaBt5ZxcQOZPJsK5,complete,1,2023-12-08 06:50:08,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
379,21,55941,48.0,7jrjddMeu0RxtfG18uSQBZ,complete,1,2023-12-08 06:58:29,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
389,21,56076,48.0,0AVa2yhDEXFcEgh21fkRi4,complete,1,2023-12-08 08:41:52,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
390,21,56082,48.0,6CCYx4g4nC34onG5qipGLC,complete,1,2023-12-08 08:49:00,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
412,21,56418,48.0,7aVFaYnMng5jsFPfPKGBcq,complete,0,2023-12-08 12:16:09,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
417,21,56484,48.0,2dit1XsZmnvw5Q4p3Ivrp1,complete,1,2023-12-08 12:41:07,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
429,21,56597,48.0,6xFK9qQsf4A3E0EWSKpuYg,complete,1,2023-12-08 13:45:07,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
434,21,56693,48.0,6bafiQMPUNWyGUId31oA4F,complete,1,2023-12-08 14:00:52,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
445,21,56845,48.0,11g6b0853sAE630R6Ypo8D,complete,1,2023-12-08 14:29:04,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
447,21,56856,48.0,30nP6Hi7bdCFar5TivN2LX,complete,1,2023-12-08 14:31:56,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
452,21,56900,48.0,61BV6PAtz5hXdPhDH5vRKl,complete,1,2023-12-08 14:37:37,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
456,21,56923,48.0,2JBoxwJD76imCIwv4CuLo2,complete,1,2023-12-08 14:40:59,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
469,21,57034,48.0,1HPRTgdgtA27PhRYdf4CZJ,complete,1,2023-12-08 15:14:35,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
485,21,57218,48.0,0wH7xqKULmdjgZZIXmobXE,complete,1,2023-12-08 16:11:57,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
491,21,57272,48.0,1M0h5Wm5eYSAvuxxNCcoXK,complete,1,2023-12-08 16:19:40,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
502,21,57374,48.0,3kUN1IOPS3PGQ1pUzx5B7Z,complete,0,2023-12-08 16:36:37,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
503,21,57378,48.0,6iH0vYTcl0tbBwwXqaqny0,complete,1,2023-12-08 16:38:01,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
522,21,57614,48.0,6R0SwfQefkXGMgCTUsgaaN,complete,1,2023-12-08 18:32:43,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
530,21,57719,48.0,2OS1bdytMX7C4AUc3woYHU,complete,0,2023-12-08 20:05:02,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
535,21,57759,48.0,0aPYEOCyp64imc1Wv26Gy7,complete,0,2023-12-08 20:31:47,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
539,21,57796,48.0,4hANMBtNbqPXQ3Vbj1dlkc,complete,1,2023-12-08 21:27:03,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
545,21,57863,48.0,5qrXkZqcV8WopHM5EF2Hqy,complete,0,2023-12-09 05:03:15,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
548,21,57902,48.0,0Pvk4ly50m52T6LSRr2L5O,complete,1,2023-12-09 13:04:52,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
549,21,57910,48.0,6eREM9GNdoaGbbEiTLzd5z,complete,0,2023-12-09 13:31:13,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
561,21,58055,48.0,45tDlV29GlIzx4N7Y8OLH1,complete,0,2023-12-09 14:50:37,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
570,21,58125,48.0,6Ef2BLEsngeRMnC6bMZZbZ,complete,1,2023-12-09 15:00:10,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
582,21,58257,48.0,5Gk6d6rW6T33bGi1b5GQ3M,complete,1,2023-12-09 15:25:50,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
593,21,58416,48.0,1p81zESFJiqspegKiMN0YI,complete,0,2023-12-09 16:20:13,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
604,21,58555,48.0,6zMpJmZpdxhVzaGrko3i43,complete,1,2023-12-09 17:24:35,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
616,21,58647,48.0,6Vg2mEpjddohEY8dNGPXVI,complete,1,2023-12-09 18:04:10,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
617,21,58660,48.0,6y2aElf2nXaNkYLh0tR0Uv,complete,0,2023-12-09 18:09:02,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
627,21,58823,48.0,6eMrjBz7JghcCGTd74am4I,complete,1,2023-12-09 19:44:09,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
636,21,58943,48.0,6ni4OizVwHt1V1IcduddOs,complete,0,2023-12-09 20:22:58,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
639,21,58966,48.0,2yv73zM4VkDCfmAXYigJcQ,complete,1,2023-12-09 20:32:21,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
648,21,59087,48.0,7iy5EgjhrzPomFvpnhKx6T,complete,0,2023-12-09 21:01:27,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
651,21,59130,48.0,15GQduVU8znOw6fEaqBePl,complete,1,2023-12-09 21:09:57,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
656,21,59177,48.0,4P8PUq6qiqoSLdnIB5Y9Wc,complete,1,2023-12-09 21:24:35,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
689,21,59580,48.0,7DqbeDKPD7DkWq3UXwjjkH,complete,0,2023-12-09 22:53:57,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
706,21,59776,48.0,1inGjn1YB3Qm6gJw8cLicP,complete,1,2023-12-09 23:35:20,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
707,21,59780,48.0,5ctw3doc4hCzOQuugcPMOW,complete,1,2023-12-09 23:36:24,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
714,21,59870,48.0,6YAsqOoMyS5R0IffiB6Mvx,complete,1,2023-12-09 23:45:52,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
716,21,59874,48.0,4qXu2a1u3XrmzLMwbA0vEt,complete,1,2023-12-09 23:46:10,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
739,21,60167,48.0,5AgaBRCiQ97EwryOejnIMV,complete,1,2023-12-10 00:31:11,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
746,21,60244,48.0,4RGLXJqA3Jn06ZXRZ3xdaL,complete,1,2023-12-10 00:41:27,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",mobile
752,21,60317,48.0,3cbwaxMvVIX1WhaPbkmq9Y,complete,0,2023-12-10 01:41:20,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
758,21,60368,48.0,61F3njMlapPE0WnTrTODqN,complete,0,2023-12-10 02:49:22,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
778,21,60531,48.0,67rWOUaxSWDf1eCdjzyIku,complete,0,2023-12-10 10:05:02,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
791,21,60595,48.0,7DWiAFE6ZlD1YoVdYpzJKf,complete,0,2023-12-10 13:07:08,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
797,21,60612,48.0,245Ac11cSiCpwre5s5gPan,complete,0,2023-12-10 13:31:01,"Leg 2: Showcase randomly 5 PDP + RP. Video automatically loaded, need to whatch it until the end",desktop
